Company-Name,Founded in,Ownership,India Employee count,Global Employee count,Headquarters,Office Locations,CEO,Founders,Type of Company,Nature of Business,Company Email ID,Company Contact no.,Social Media Presence,Website,Details,Reviews,Salaries,Interviews,Jobs,Benefits
Mehta Cad Cam Systems,1989 (34 yrs old),Private,51-200,201-500,"Ahmedabad, Gujarat, India","Ahmedabad, Gujarat, India",,,Corporate,B2B,,,https://www.facebook.com/MehtaCadCam/|https://www.linkedin.com/company/mehta-cad-cam-systems-pvt-ltd|http://www.twitter.com/mehtaindia1989,http://www.mehtaindia.com,Industrial Machinery | 51-200 Employees | 34 years old | Ahmedabad +16 more,112,703,4,2,10
Enova Facilities Management LLC,2002 (21 yrs old),Private,,1k-5k,"Chicago,Illinois, United States",,,,,,,,https://www.facebook.com/enova|https://www.linkedin.com/company/enova-international|https://twitter.com/enova,http://www.enova-me.comhttps://www.enova-me.com/,Facility Management Services | 1k-5k Employees (Global) | 21 years old | Chicago +10 more,112,227,8,--,21
RD Public School,2007 (16 yrs old),Private,201-500,201-500,"Betul, India","Betul, India",,,,,,,,http://www.rdpsbetul.org,Education & Training | 201-500 Employees | 16 years old | Betul +16 more,112,468,2,--,6
Honeywell Uop,1914 (109 yrs old),Private,51-200,1k-5k,"Des Plaines, Illinois, United States (USA)",,,,Foreign MNC,B2C|B2B,,,,http://www.uop.com,Oil & Gas | 51-200 Employees | 109 years old | Des Plaines +4 more,112,710,12,--,18
Ministry of Home Affairs,1947 (76 yrs old),Private,51-200,5k-10k,"New Delhi, India","New Delhi, India",,,,,,,https://twitter.com/HMOIndia,https://mha.gov.in/,Government | 51-200 Employees | Central | 76 years old | New Delhi +18 more,112,7.2k,4,--,8
Ministry of Rural Development India,1974 (49 yrs old),Public,51-200,,"New Delhi, India",,,,,,,,https://www.facebook.com/IndiaRuralDev,http://www.rural.nic.in,Government | 51-200 Employees | Public | 49 years old | New Delhi +53 more,112,531,3,--,13
TVS - SUNDARAM BRAKE LININGS,1976 (47 yrs old),Public,1k-5k,,"Chennai, India","Chennai, India",,,,,,,https://www.linkedin.com/company/tvs---sundaram-brake-linings,http://www.tvsbrakelinings.com,Auto Components | 1k-5k Employees | Public | 47 years old | Chennai +11 more,112,697,5,--,15
Peerless Hospital,1932 (91 yrs old),Private,201-500,1k-5k,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",,,Corporate,B2C,,,,http://www.peerlesshospital.com/,Healthcare | 201-500 Employees | 91 years old | Kolkata +5 more,112,431,1,1,4
Trafigura,1993 (30 yrs old),Private,501-1k,5k-10k,"Singapore, Singapore",,,,Foreign MNC,B2B,,,,https://www.trafigura.com,Logistics | 501-1k Employees | 30 years old | Singapore +2 more,112,1.1k,--,38,19
Cadmaxx Solutions,2004 (19 yrs old),Private,501-1k,501-1k,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/cadmaxx-solutions-pvt-ltd,http://www.cadmaxx.com/,IT Services & Consulting | 501-1k Employees | 19 years old | Bangalore/Bengaluru +14 more,112,702,7,1,6
Toluna,2000 (23 yrs old),Private,501-1k,1k-5k,"Norwalk, United States",,,,,,,,,https://www.tolunacorporate.com/,Analytics & KPO | 501-1k Employees | 23 years old | Norwalk +4 more,112,747,9,1,21
Expeditors International,1979 (44 yrs old),Private,1k-5k,10k-50k,"Seattle, Washington, United States Of America",,,,Foreign MNC,B2B,,,,https://www.expeditors.com/,Logistics | 1k-5k Employees | Forbes Global 2000 | 44 years old | Seattle +17 more,112,971,5,26,10
Mitsubishi Power India,2014 (9 yrs old),Private,5k-10k,10k-50k,"Yokohama, Japan",,,,,,,,,http://www.mhps.com,Industrial Machinery | 5k-10k Employees | 9 years old | Yokohama +9 more,112,732,3,2,14
Infinity Data Technologies,2003 (20 yrs old),Private,201-500,,"Rockville, Maryland, United States (USA)",,,,Corporate,Service|B2B,,,,https://infinity-data.com/,IT Services & Consulting | 201-500 Employees | 20 years old | Rockville +7 more,112,745,2,6,10
Nitor Infotech,2006 (17 yrs old),Private,501-1k,501-1k,"United states, India",Pune,Sanjeev Fadnavis,,Corporate,Product|Service|B2B,marketing@nitorinfotech.com,2066940100.0,https://www.facebook.com/nitorinfo/|https://www.linkedin.com/company/nitorinfotech/|https://twitter.com/nitorinfotech|https://www.youtube.com/channel/UC05DAGQk3_YQCEyqXdDItNg/videos|https://www.instagram.com/nitor_infotech/,https://www.nitorinfotech.com,IT Services & Consulting | 501-1k Employees | 17 years old | United states +1 more,112,1.5k,9,2,14
Sigma Supply Chain Solutions,2007 (16 yrs old),Private,51-200,501-1k,"Noida, India","Noida, India",,,,,,,,http://www.sigmascs.com,Logistics | 51-200 Employees | 16 years old | Noida +27 more,112,438,--,--,8
Raheja Developers,1989 (34 yrs old),Public,201-500,201-500,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,Corporate,B2B,,,https://www.linkedin.com/company/raheja-developers-ltd-|https://twitter.com/rahejadeveloper,http://www.raheja.com,Real Estate | 201-500 Employees | Public | 34 years old | Gurgaon/Gurugram +2 more,112,769,4,1,11
Imerys,1880 (143 yrs old),Private,51-200,10k-50k,"Paris, France",,,,Corporate,B2B,,,,http://www.imerys.com,Metals & Mining | 51-200 Employees | 143 years old | Paris +17 more,112,694,8,6,21
Birla Shakti Cement,,,,,,,,,,,,,,https://www.birlashakticement.com,Engineering & Construction | Hyderabad/Secunderabad +34 more,112,375,9,--,5
GO MO Group AB,2014 (9 yrs old),Private,11-50,51-200,"Kista, Sweden",,,,Corporate,B2B,,,,http://www.gomogroup.com/,Marketing & Advertising | 11-50 Employees | 9 years old | Kista,112,183,4,6,40
SAGE Publications,1965 (58 yrs old),Private,201-500,201-500,"Thousand Oaks, United States",,,,Foreign MNC,B2B,,,https://twitter.com/SAGE_News,https://sagepub.com/,Media & Entertainment | 201-500 Employees | 58 years old | Thousand Oaks +3 more,112,655,6,6,25
GD Goenka University,2013 (10 yrs old),Private,,201-500,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,,B2B,,,https://www.facebook.com/GDGoenkaUniversity/|https://www.linkedin.com/company/g-d-goenka-university|https://twitter.com/goenka_univer,http://www.gdgoenkauniversity.com,Education & Training | 201-500 Employees (Global) | 10 years old | Gurgaon/Gurugram +15 more,112,699,6,16,21
Aligarh Muslim University,1877 (146 yrs old),Private,5k-10k,,"Aligarh, India","Aligarh, India",,,,,,,https://www.linkedin.com/company/aligarh-muslim-university,http://www.amu.ac.in,Education & Training | 5k-10k Employees | 146 years old | Aligarh +7 more,112,336,1,--,14
Doshion,1978 (45 yrs old),Private,1-10,5k-10k,"Ahmedabad, India","Ahmedabad, India",,,,,,,http://facebook.com/doshion-920721034618720|https://twitter.com/doshion,https://www.doshion.com,Waste Management | 1-10 Employees | 45 years old | Ahmedabad +6 more,112,313,1,7,2
Flowmore,1946 (77 yrs old),Private,1k-5k,,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,Corporate,B2B,,,,https://www.flowmorepumps.com/index.html,Industrial Machinery | 1k-5k Employees | 77 years old | Gurgaon/Gurugram +12 more,112,683,4,--,18
Marque Impex,1996 (27 yrs old),,1k-5k,,"Moradabad, India","Moradabad, India",,,,,,,,http://www.marqueimpex.com/,Import & Export | 1k-5k Employees | 27 years old | Moradabad +2 more,112,592,7,--,14
Naga,1962 (61 yrs old),Public,1k-5k,,"Dindigul, Tamil Nadu, Germany",Dindigul,,,Indian MNC,B2C,,,,https://www.nagamills.com/,Food Processing | 1k-5k Employees | Public | 61 years old | Dindigul +11 more,112,946,8,1,11
Emrill Services LLC,2002 (21 yrs old),,,5k-10k,"Dubai, UAE","Dubai, UAE",,,,,,,,http://www.emrill.com,Facility Management Services | 5k-10k Employees (Global) | 21 years old | Dubai +4 more,112,203,4,--,16
Ms Agarwal Foundries,1990 (33 yrs old),,51-200,,"Secunderabad, India","Secunderabad, India",,,,,,,,https://www.msagarwal.com/,Iron & Steel | 51-200 Employees | 33 years old | Secunderabad +6 more,112,535,8,6,8
Mobase,1978 (45 yrs old),Private,,1k-5k,"Ansan-si, South Korea",,,,,,,,,http://www.mobaseelec.com/eng/index.php,Auto Components | 1k-5k Employees (Global) | 45 years old | Ansan-si +8 more,112,739,3,--,19
Nv Group,1994 (29 yrs old),Private,501-1k,501-1k,"New Delhi, India","New Delhi, India",,,,,,,,http://www.nvgroup.co.in/,Beverage | 501-1k Employees | 29 years old | New Delhi +16 more,112,616,4,3,11
Ebullient Securities,,,51-200,,,,,,,,,,,http://www.ebullientsecurities.com/,Financial Services | 51-200 Employees | Gurgaon/Gurugram +1 more,112,355,9,3,13
Unthinkable Solutions,2019 (4 yrs old),,501-1k,,"Gurgaon,Haryana, India",,,,,,,,,https://www.unthinkable.co,IT Services & Consulting | 501-1k Employees | 4 years old | Gurgaon +1 more,112,872,17,18,15
Apna,2019 (4 yrs old),,501-1k,,"Bangalore,Karnataka, India",Bengaluru/Bangalore,Nirmit Parikh,,Startup,Service|B2C|B2B,,,https://facebook.com/apna-2386268451700180|https://linkedin.com/company/apnahq|https://twitter.com/apnahq,https://apna.co/,Recruitment | 501-1k Employees | Indian Unicorn | 4 years old | Bangalore +8 more,112,545,14,34,6
Osource Global,,,1k-5k,,,,,,,,,,,https://osourceglobal.com/,Recruitment | 1k-5k Employees | Navi Mumbai +3 more,112,721,6,2,3
MASAI School,2019 (4 yrs old),Private,201-500,,"Bangalore,Karnataka, India",,,,Startup,B2C,,,https://facebook.com/masaischool|https://linkedin.com/company/masai-school/about|https://twitter.com/masaischool,https://www.masaischool.com,EdTech | 201-500 Employees | Startup | 4 years old | Bangalore +2 more,112,457,8,19,5
PearVisa Immigration Services,2010 (13 yrs old),Public,51-200,,"New Delhi, Delhi, India","New Delhi, Delhi, India",,,Corporate,B2C|B2B,,,,https://pearvisa.com/,Recruitment | 51-200 Employees | Public | 13 years old | New Delhi +5 more,112,121,--,--,46
Annova Solutions,,,10k-50k,,,,,,,,,,,https://annovasolutions.com/,10k-50k Employees | Indore +2 more,112,449,11,3,9
ETV Bharat,,,1k-5k,,,,,,,,,,,https://www.etvbharat.com/english/national,Broadcasting | 1k-5k Employees | Hyderabad/Secunderabad +3 more,112,531,6,--,18
Bajaj Finserv Health,,,1k-5k,,"Pune, Maharashtra, India",,,,,,,,https://www.youtube.com/@BajajFinservHealth,https://www.bajajfinservhealth.in/,Internet | 1k-5k Employees | Pune +19 more,112,762,10,1.2k,13
Theon Pharmaceuticals,2007 (16 yrs old),Private,201-500,501-1k,"Panchkula, Haryana, India","Panchkula, Haryana, India",,,Corporate,B2B,,,https://www.facebook.com/theon.pharmaceuticals|https://www.linkedin.com/company/theon-pharmaceuticals-ltd.|https://twitter.com/THEONPHARMA,https://www.theonpharma.com,Pharma | 201-500 Employees | 16 years old | Panchkula +7 more,111,658,8,--,13
Kiran Motors,1986 (37 yrs old),Private,,501-1k,"Ahmedabad, Gujarat, India","Ahmedabad, Gujarat, India",,,Corporate,B2C|B2B,,,,https://www.kiranmotors.net/,Auto Components | 501-1k Employees (Global) | 37 years old | Ahmedabad +10 more,111,558,--,--,15
Avantha Technologies,2004 (19 yrs old),Public,201-500,201-500,"Gurgaon, India","Gurgaon, India",,,Indian MNC,Service|B2B,,,https://www.linkedin.com/company/avantha-technologies,https://www.avanthatechnologies.com/,IT Services & Consulting | 201-500 Employees | Public | 19 years old | Gurgaon +7 more,111,777,9,--,13
CPC Diagnostics,1987 (36 yrs old),Private,201-500,201-500,"Chennai,Tamil Nadu, India",,,,,,,,https://www.linkedin.com/company/cpc-diagnostics-pvt-ltd.|https://twitter.com/cpcdiagnostics,https://cpcdiagnostics.in/index.php,Medical Equipment | 201-500 Employees | 36 years old | Chennai +21 more,111,519,3,3,14
NSL Sugars,1999 (24 yrs old),Private,201-500,5k-10k,"Hyderabad, India","Hyderabad, India",,,Corporate,B2B,,,,http://www.nslsugars.com/,Food Processing | 201-500 Employees | 24 years old | Hyderabad +14 more,111,463,4,3,10
Sundaram Industries,1943 (80 yrs old),,1k-5k,1k-5k,"Chennai, India","Chennai, India",,,,,,,,https://sundaramindustries.in/,Auto Components | 1k-5k Employees | 80 years old | Chennai +14 more,111,707,3,--,11
Bajaj Steel Industries,1961 (62 yrs old),Public,201-500,501-1k,"Nagpur, India","Nagpur, India",,,,,,,https://www.linkedin.com/company/bajaj-steel-limited-nagpur,http://www.bajajngp.com/,Industrial Machinery | 201-500 Employees | Public | 62 years old | Nagpur +6 more,111,899,4,1,11
Steer Engineering,1993 (30 yrs old),,51-200,1k-5k,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,B2B,,,,http://www.steerworld.com,Engineering & Construction | 51-200 Employees | 30 years old | Bangalore/Bengaluru +3 more,111,804,7,7,16
Banaras Hindu University,1916 (107 yrs old),Private,501-1k,5k-10k,"Varanasi/Benaras, Uttar Pradesh, India","Varanasi/Benaras, Uttar Pradesh, India",,,Corporate,B2C,,,https://www.linkedin.com/company/baaras-hindu-university|https://twitter.com/vcofficebhu,http://www.bhu.ac.in,Education & Training | 501-1k Employees | 107 years old | Varanasi/Benaras +13 more,111,343,4,--,19
Ace Creative Learning,1998 (25 yrs old),Private,1k-5k,1k-5k,"Bangalore, India","Bangalore, India",,,,,,,https://www.facebook.com/deekshaintegrated|https://www.linkedin.com/company/deekshalearning|https://twitter.com/deekshanetwork,https://www.ace-online.co.in/,Design | 1k-5k Employees | 25 years old | Bangalore +14 more,111,522,3,10,13
Toll Group,1997 (26 yrs old),Private,1k-5k,10k-50k,"Chennai, India","Chennai, India",,,,,,,https://www.facebook.com/tollcareers|https://www.linkedin.com/company/457741/admin/,http://www.tollgroup.com,Logistics | 1k-5k Employees | 26 years old | Chennai +16 more,111,909,5,2,12
Hansa Direct,2008 (15 yrs old),Private,201-500,501-1k,"Mumbai, India",,,,,,,,,https://www.hansacequity.com/hansa-direct/,Marketing & Advertising | 201-500 Employees | 15 years old | Mumbai +3 more,111,398,2,--,19
SKS Ispat & Power,2000 (23 yrs old),Private,201-500,201-500,"Delhi/NCR, Delhi, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/sks-ispat-&-power-ltd-,http://www.sksispat.com/,Industrial Machinery | 201-500 Employees | 23 years old | Delhi/NCR +6 more,111,565,1,--,7
Inube Software Solutions,2010 (13 yrs old),Private,201-500,,"Bangalore, India",,,,Corporate,Service|B2B,,,http://www.facebook.com/pages/INube-Software-Solutions-Pvt-Ltd/170269836358268|https://www.linkedin.com/company/inube-software-solutions-pvt-limited|http://twitter.com/#!/iNube_India,https://www.inubesolutions.com,IT Services & Consulting | 201-500 Employees | 13 years old | Bangalore +6 more,111,1.1k,9,2,9
Trinity Mobility,2011 (12 yrs old),Private,201-500,201-500,"Bangalore,Karnataka, India",,,,,SaaS,,,https://facebook.com/trinitymobilityltd|https://linkedin.com/company/trinity-mobility|https://twitter.com/trinitymobi,https://www.trinitymobility.com,IT Services & Consulting | 201-500 Employees | 12 years old | Bangalore +6 more,111,866,5,4,19
Spun Micro Processing,1991 (32 yrs old),,51-200,,"Gurugram, India","Gurugram, India",,,,,,,,http://www.spunmicro.com,Auto Components | 51-200 Employees | 32 years old | Gurugram +5 more,111,536,7,--,12
Hindustan Platinum,1961 (62 yrs old),Private,501-1k,,"Navi Mumbai, India","Navi Mumbai, India",,,,,,,,https://www.hp.co.in/,Metals & Mining | 501-1k Employees | 62 years old | Navi Mumbai +2 more,111,945,8,8,18
Albert David,1938 (85 yrs old),Public,1k-5k,,"Kolkata, India","Kolkata, India",,,,,,,,http://albertdavidindia.com,Pharma | 1k-5k Employees | Public | 85 years old | Kolkata +23 more,111,443,5,1,6
Bharat Coking Coal,1972 (51 yrs old),,10k-50k,50k-1 Lakh,"Dhanbad, India","Dhanbad, India",,,,,,,,http://www.bcclweb.in/,Metals & Mining | 10k-50k Employees | Central | 51 years old | Dhanbad +15 more,111,408,5,--,19
Gracenote,1998 (25 yrs old),Public,501-1k,1k-5k,"Emeryville, California, United States (USA)",,,,Startup,B2C,,,,http://www.gracenote.com,Media & Entertainment | 501-1k Employees | Public | 25 years old | Emeryville +4 more,111,578,5,8,13
NewAge Software & Solutions,2006 (17 yrs old),Private,201-500,,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Indian MNC,Service|B2B,,,,http://www.newage-global.com,IT Services & Consulting | 201-500 Employees | 17 years old | Chennai +5 more,111,1k,1,34,15
Essel Infraprojects,1987 (36 yrs old),Private,1k-5k,10k-50k,"Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",,,Corporate,B2B,,,,http://www.esselinfraprojects.com,Engineering & Construction | 1k-5k Employees | 36 years old | Noida +21 more,111,645,4,--,20
Ravindra Bharathi Schools,1994 (29 yrs old),,11-50,5k-10k,"Hyderabad, India","Hyderabad, India",,,,,,,https://www.linkedin.com/company/ravindra-bharathi-educational-society,http://www.rbschools.in,Education & Training | 11-50 Employees | 29 years old | Hyderabad +21 more,111,405,2,--,9
KerryIndev Logistics,1984 (39 yrs old),Private,201-500,1k-5k,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Corporate,B2B,,,,http://www.kerryindev.com/,Logistics | 201-500 Employees | 39 years old | Chennai +22 more,111,980,2,1,7
Meghmani Finechem,2007 (16 yrs old),,501-1k,,"Ahmedabad, India","Ahmedabad, India",,,,,,,,http://www.meghmani.com/,Chemicals | 501-1k Employees | 16 years old | Ahmedabad +3 more,111,945,10,--,19
Hubergroup,1986 (37 yrs old),Private,1k-5k,1k-5k,"Vapi, India",Vapi,,,,,hrd.in@hubergroup.com,9924125310.0,,http://www.hubergroup.in/index.php,Chemicals | 1k-5k Employees | Fortune India 500 | 37 years old | Vapi +10 more,111,672,5,3,13
Chrysalis High,2010 (13 yrs old),Private,201-500,,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,B2C,,,https://www.linkedin.com/company/chrysalis-high,https://www.chrysalishigh.com/,Education & Training | 201-500 Employees | 13 years old | Bangalore/Bengaluru +1 more,111,599,6,--,18
Sumeru Software Solutions,2001 (22 yrs old),Private,201-500,201-500,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Indian MNC,Service|B2B,,,https://www.linkedin.com/company/sumeru-solutions,http://www.sumeru.com,IT Services & Consulting | 201-500 Employees | 22 years old | Bangalore/Bengaluru +9 more,111,1.1k,5,8,10
Avance Consulting Services,2007 (16 yrs old),Private,501-1k,501-1k,"London, England, United States (USA)",,,,Foreign MNC,B2B,marketing@avanceservices.com,2034785323.0,https://www.facebook.com/avanceatpar/|https://www.linkedin.com/company/avance-services|https://www.instagram.com/avanceconsultingservices/?igshid=mzrlodbinwflza%3d%3d,https://www.avanceservices.com/,Recruitment | 501-1k Employees | 16 years old | London +2 more,111,1k,6,71,12
3F Industries,1960 (63 yrs old),Public,1k-5k,1k-5k,"Prathipadu, Andhra Pradesh, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/3f-industries-ltd.,http://fff.co.in/,Food Processing | 1k-5k Employees | Public | 63 years old | Prathipadu +15 more,111,665,5,5,15
Dr B Lal Clinical Laboratory,1991 (32 yrs old),Private,201-500,,"Jaipur, Rajasthan, India",Jaipur,,,Corporate,Service|R&D/Development Center|Innovation Labs,hr@blallab.com,9829388828.0,https://www.facebook.com/blalclinicallab|https://www.linkedin.com/company/blalclinicallab/|https://www.youtube.com/watch?v=evzp5mddu9u,http://www.blallab.com,Healthcare | 201-500 Employees | 32 years old | Jaipur +10 more,111,347,1,7,21
